"source","size_bytes","modified","sha256","profile","target","audit_status","state","run_id"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Communication Plan/Audiences/Threshold_analysis_FY19_PRINT__Print Security_10.10.18 (002).pptx","270068","2019-08-28T17:49:08","3616705638d7e8b302783b8cf1feb45a0c5c29d692cf1390b50a995519f8e070","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Communication Plan/Audiences/threshold_analysis_fy19_print__print-security_10.10.18-002.pptx.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Communication Plan/Campaign optimization/Optimization Guidebook_25_10_19.pdf","3627426","2020-04-25T01:31:28","32bc75491632e92864ea51fd4179b17afb91e76b67b8d301e07874e571983790","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Communication Plan/Campaign optimization/optimization-guidebook_25_10_19.pdf.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Communication Plan/Creative Review Process_Finalv7.pptx","2019936","2020-04-25T01:52:42","3575873cd5dcb869aafb87dac5319c5bd858ff4718a92f8061266bc50402f6bd","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Communication Plan/creative-review-process_finalv7.pptx.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Communication Plan/KPI/Success metrics & KPIs.pptx","2401447","2020-04-25T00:20:28","727c02af7ee1596094fa3f965e1f217b9607549d340a8251f891c600fd8eaafc","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Communication Plan/KPI/success-metrics-kpis.pptx.md","review","amber","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Communication Plan/Retrospective.pptx","96334","2020-04-25T01:54:47","8e1714474cfac14847e77a2ffcd893e6518e336360eff00bc0a04488b58b5120","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Communication Plan/retrospective.pptx.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Communication Plan/WW HP - Generic Blueprint - 6.4.19.pptx","1010274","2020-04-25T00:08:18","149be5cc00bd9c44522bde397243715e3667106746bef872b182b3d63d283b61","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Communication Plan/ww-hp-generic-blueprint-6.4.19.pptx.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Communication Plan/~$WW HP - Generic Blueprint - 6.4.19.pptx","165","2021-05-23T12:50:43","ff9e5ddf48c4b357730d7a18ebea8b838e2d992d95320d061321ab26a21c9a64","2026-07-16.1","","","unsupported","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Consumer Shopper/PC Consumer Shopper Journey - Exec Summary - Premium PC.pptx","15924420","2020-04-25T01:19:56","59ac0a3b12e6f1e8c902653747885014db806e5b6441b44c7a086c9de676917b","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Consumer Shopper/pc-consumer-shopper-journey-exec-summary-premium-pc.pptx.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Content Marketing/Content Audit File 090120.xlsx","68511","2020-04-25T00:23:56","15b26f8960d0fdda6a7338454d5ea1dd91e9a63a321d5915ee3df21c3031ff74","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Content Marketing/content-audit-file-090120.xlsx.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Content Marketing/Content Audit New Condensed 090120.pptx","2495058","2020-04-25T00:22:24","3f04bafaec63985dae4a7a32b2db8f0939f4d3fc83373c49d173917d1e272f7b","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Content Marketing/content-audit-new-condensed-090120.pptx.md","review","amber","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Content Marketing/Content Mapping/Content Audit Guidebook.pptx","2495440","2020-05-17T15:14:49","270d81ed6e3a140b5871cb4fd37b2d5d1484babd551a3fe33a5f70c9ea210897","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Content Marketing/Content Mapping/content-audit-guidebook.pptx.md","review","amber","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Content Marketing/Content Mapping/Content Audit Template.xlsx","68893","2020-05-17T15:15:36","8a9d3d6acaee9dc7228ba70ee9b29dd9caa35b790e45d5d7827eadd50cfd8a48","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Content Marketing/Content Mapping/content-audit-template.xlsx.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Content Marketing/Content Mapping/Content Mapping 082719.xlsx","63635","2020-05-17T13:26:38","b731ce072adfafa27cab0857a552d7f71b200aa06aeff120375227afcdbafed7","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Content Marketing/Content Mapping/content-mapping-082719.xlsx.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Content Marketing/Content Mapping/Content Mapping 090419.xlsx","63916","2020-05-17T13:27:23","aa1dd9aa5fb2d7131a187b21fcdbd5114697ae647e04dbf696a18024de7c17c0","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Content Marketing/Content Mapping/content-mapping-090419.xlsx.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Content Marketing/Content Mapping/Final A Content Audit Guideline.pptx","773583","2020-05-17T13:34:03","c0af916c4f908b4191e07653b4504a5d5cd66d417fdf9fb5a429d683c77a7a27","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Content Marketing/Content Mapping/final-a-content-audit-guideline.pptx.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Content Marketing/Content Mapping/WFA Content Production ecosystem/WFA-APR_global content production ecosystem_Q4 2018.pdf","536307","2020-05-19T16:28:38","36b91bf7085f4409952e12b0da9d5c856f632058f459505c8aca91ab045f0c21","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Content Marketing/Content Mapping/WFA Content Production ecosystem/wfa-apr_global-content-production-ecosystem_q4-2018.pdf.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Content Marketing/Content Mapping/~$Content Mapping 090419.xlsx","165","2021-05-23T12:58:21","43bd586e0b3d2945cdd23e07962f0b06ec4995881b48789cc89ec0ef2292fb79","2026-07-16.1","","","unsupported","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Content Marketing/IDG Content Marketing/200131_HP-CEP-Account 360 Degree Campaign.pdf","318811","2020-02-27T15:04:57","732e98da495bc0f078d1e45e6b8ebab6f6832f53df35378fc00a276f110f9ee6","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Content Marketing/IDG Content Marketing/200131_hp-cep-account-360-degree-campaign.pdf.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Content Marketing/IDG Content Marketing/DER IDG NURTURING HUB_ Client Requirements.pdf","284856","2020-02-27T15:04:57","f17f1ca5e1fa9329ce2ab46c446df3437efbb7d99f2b5f1e5ece7301d34fee30","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Content Marketing/IDG Content Marketing/der-idg-nurturing-hub_-client-requirements.pdf.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Content Marketing/IDG Content Marketing/HP SAS_Report_Q42019.pdf","411836","2020-02-27T15:04:57","33909ff0a1c3cbe017735681ba8e6f58895f132f101c241efcf01f35e2f33e3b","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Content Marketing/IDG Content Marketing/hp-sas_report_q42019.pdf.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Content Marketing/IDG Content Marketing/IDG - Best practice guide - Choosing content[2].pdf","295483","2019-08-12T17:55:56","9ea9ece43d341fe1f803fc24b7ca6074153ef146f844c7eed2b3ff805c7eb3ec","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Content Marketing/IDG Content Marketing/idg-best-practice-guide-choosing-content-2.pdf.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Content Marketing/IDG Content Marketing/IDG Capabilities Deck.pdf","1043814","2019-08-12T17:55:56","5dc87f6e216e47a7f0f5e586a016f81d052df072aa8b51504e5ccf7216faa442","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Content Marketing/IDG Content Marketing/idg-capabilities-deck.pdf.md","review","amber","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Content Marketing/IDG Content Marketing/IDG_MarketingFit Content Marketing 101 - 2020.pdf","5514060","2020-06-08T16:47:42","c156e7b3b82c23947ea290469dbf15cc153417cefaec9d19eb6546fc21a4ab4b","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Content Marketing/IDG Content Marketing/idg_marketingfit-content-marketing-101-2020.pdf.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Content Marketing/Why Ziji/DMT Media Overview June19.pptx","8322458","2020-04-25T00:27:41","e9e4ae00b4658b635a56002a71edbea4e44a821952381415262772bf78ff3869","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Content Marketing/Why Ziji/dmt-media-overview-june19.pptx.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Customer Experience/Gartner-leadership-and-management.pdf","214660","2020-05-26T01:25:55","3baf94f5f030d9f47a4058afaf2f1fd6b7407e87a80d44499837bdf8098dd699","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Customer Experience/gartner-leadership-and-management.pdf.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/CUSTOMER JOURNEY TEMPLATE.pptx","3791133","2020-04-25T00:16:43","7302fba4ea46cb642fe15e557d0b6269914c7127a1011def1932758d1e96958d","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/customer-journey-template.pptx.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Customer Journey/Basics behind Customer Journeys/Customer Journey Approach.pptx","4094953","2020-06-27T22:58:32","b356c0a18b4a600059f183ab80d1ac0aafbd44241f7ae7c2a656bcefbafd49b5","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Customer Journey/Basics behind Customer Journeys/customer-journey-approach.pptx.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Customer Journey/Basics behind Customer Journeys/Online Capabilities & Media Training GWE Feb2019.pptx","37875007","2020-06-27T22:56:30","a732cd348888a2706f19fe2a2bb4f91c05e93429df80d37fe732ae6734f5eba7","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Customer Journey/Basics behind Customer Journeys/online-capabilities-media-training-gwe-feb2019.pptx.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Customer Journey/Content Journeys/content-journey-map-form - Shortcut.lnk","3257","2021-03-14T23:43:34","bb55e30b2c2b112835739458ead274cf07f94b4d6505a47c36f9aca382a2b912","2026-07-16.1","","","unsupported","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Customer Journey/Customer journey examples.pptx","3486342","2021-05-03T22:49:55","ceb855f0537381da3498adebc645b9444fc719d4b50d6bf50ce52b8461b506ce","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Customer Journey/customer-journey-examples.pptx.md","review","amber","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Customer Journey/CUSTOMER JOURNEY TEMPLATE.pptx","3791521","2020-05-17T15:17:10","c640f8ace2b4c1234d080870242089372fb3006611daccb75cf27d340711a2f2","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Customer Journey/customer-journey-template.pptx.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/DAAS Customer Journey/DaaS - PS Services Buyer Journey - Full Version.pptx","20710978","2020-04-25T01:14:29","06e61a886d80c8c6a3be56f6274abe452c4b1eea04c1764fc19fb4f557763131","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/DAAS Customer Journey/daas-ps-services-buyer-journey-full-version.pptx.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Darwin/Darwin - learnings.pptx","15562950","2020-04-25T00:03:06","b0694cf5615231400340c260aa98d32e2b57ef8e319b3594b49fc8df20282121","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Darwin/darwin-learnings.pptx.md","review","amber","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Datascience/Bombora Taxonomy.xlsx","603411","2020-04-25T01:40:58","c68f31887d9591d696a7a99d160fb7442d62ddf746b6fe90c9c1296178430f42","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Datascience/bombora-taxonomy.xlsx.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Datascience/leading-the-data-race.pdf","9649291","2020-05-26T10:48:44","e655ade6d8897b4b7158aae4670977d71914f5ab4b0652f2cee839658da4014a","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Datascience/leading-the-data-race.pdf.md","review","amber","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Datascience/Mihail_Data workshop slides master v5 Florian.pptx","14036615","2019-06-17T12:32:58","deacfee9ff43b4cba34f09537700b722c2faf8c38449fc0916e3f93f076ef5e3","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Datascience/mihail_data-workshop-slides-master-v5-florian.pptx.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Datascience/Ressourcen/data mining_Segmenting.pdf","305190","2020-05-26T01:16:15","599d294e900f0d16d9cab7bb73f170eb85b0e91eb1f4ce7e07b4b788d0045d85","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Datascience/Ressourcen/data-mining_segmenting.pdf.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Datascience/Ressourcen/Data Sources for Media.pdf","225517","2020-05-22T10:09:36","854cfbed303c380a8e24912856112f48a342533e80119bd547fc764ee289d1e1","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Datascience/Ressourcen/data-sources-for-media.pdf.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Datorama/Campaign Performance Reporting - Datorama.pptx","5652420","2020-06-26T12:55:21","49a6d428415fc6ddd7646ff7ef589fce4bf5cb4e243c7584fc400f3b9642ef99","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Datorama/campaign-performance-reporting-datorama.pptx.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/DCO/DCO New Guidelines for Asset Production.pptx","6580725","2020-04-25T00:05:52","814852e32d3156ce6301b93bc5afc47f0ac798d6975aafae6d8e2fb8ccb81535","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/DCO/dco-new-guidelines-for-asset-production.pptx.md","review","amber","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/DCO/How_to_use_dynamic_creative_to_enhance_warc.pdf","69152","2020-05-26T01:02:51","033b646aa48bb8720e4cae01cc570452fbd527d6427139b2a874ab9886574a61","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/DCO/how_to_use_dynamic_creative_to_enhance_warc.pdf.md","review","amber","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Digital Transformation update DE team Feb 2019 as presented.pptx","15911320","2019-02-15T14:47:40","f0a0a68e9eb014f82ff6cca0d04b273b2937ebb692b13767368544641985d0ad","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/digital-transformation-update-de-team-feb-2019-as-presented.pptx.md","review","amber","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/DMT update Feb28 draft v3.pptx","18401332","2019-04-08T18:06:52","dd4e81d95defe362b4d3b93a7f05b7be53bd30dd53f78bf3adfcf2aa2ba50c56","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/dmt-update-feb28-draft-v3.pptx.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Email Audit/CRT_Template - Updated.xlsm","125341","2021-07-29T00:59:11","fa7a59337a410101792609168f5fbbd91c6a414b5043d3c914438722297a42ad","2026-07-16.1","","","unsupported","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Email Audit/HPI UAT Template.xlsx","83654","2020-04-25T00:36:47","632d59086209f59617b4778f196d5cea80ea2a56639a1f29341304ad1095c61e","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/Email Audit/hpi-uat-template.xlsx.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/GDPR/8. Tools_Trainings/Annalect_PHD/AIP Digital Reporting Platform Tutorial.pdf","1701531","2019-10-07T22:19:30","ffdf9243e78cf60c8ad9c1d705c00b687acfdd1e571c229cdbee8ec180ab4dcd","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/GDPR/8. Tools_Trainings/Annalect_PHD/aip-digital-reporting-platform-tutorial.pdf.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/GDPR/8. Tools_Trainings/AssetHub/Anleitung/Mail_upload EG+ assets.pdf","337733","2019-11-19T12:11:03","667678a1667e3f7ea3e9667a525ed7e4f8ba442311d065bc50e5a16314fc4f62","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/GDPR/8. Tools_Trainings/AssetHub/Anleitung/mail_upload-eg-assets.pdf.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/GDPR/8. Tools_Trainings/Eloqua/Eloqua capabilities V7.4.pptx","11309739","2019-03-19T17:11:10","170db595082f402e2bfd2b3e69d5871703e33975ca557ea258fc4e9ae5a868ec","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/GDPR/8. Tools_Trainings/Eloqua/eloqua-capabilities-v7.4.pptx.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/GDPR/8. Tools_Trainings/Eloqua/HP Eloqua Redesign_EMEAAMS_MKT_Stakeholders_July 22_II_.pptx","4427623","2020-07-23T00:00:06","b6d00f55bdfb73b1dddfff41a784f4f64e52d493e5aadb3d47ec6878c62771bc","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/GDPR/8. Tools_Trainings/Eloqua/hp-eloqua-redesign_emeaams_mkt_stakeholders_july-22_ii.pptx.md","review","amber","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/GDPR/8. Tools_Trainings/Eloqua/MIT-2020_July.xlsx","56319","2020-07-23T00:02:03","c1a75efbe5bd626d8441cb8b8fa4ecf1abe2a27f6f920c17b770c038c863189f","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/GDPR/8. Tools_Trainings/Eloqua/mit-2020_july.xlsx.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/GDPR/8. Tools_Trainings/Eloqua/Zugangsdaten/RE_ Tableau dashboards documentation & training .pdf","1413706","2019-11-15T13:24:25","50675ddba3aa6201648e5e438f0171ed560395c223e85f1709a3d4c7a6b38d8c","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/GDPR/8. Tools_Trainings/Eloqua/Zugangsdaten/re_-tableau-dashboards-documentation-training.pdf.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/GDPR/8. Tools_Trainings/Powerpoint/Powerpoint/1140-converging-arrows-powerpoint-template.zip","133017","2019-05-18T17:15:35","4f490ead5cf87b139b2ffb863ad930a07717bd27f5be647a04135cd30ffe9551","2026-07-16.1","","","archive","20260807-234934-456-bd4b7f6e"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/GDPR/8. Tools_Trainings/Powerpoint/Powerpoint/1140-converging-arrows-powerpoint-template/1140-converging-arrows-powerpoint-template.pptx","154616","2013-07-28T02:55:00","d9ae94d76368d336101020bef66db76ad4bfbc883b90c2fbeba39d9d872fb435","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/GDPR/8. Tools_Trainings/Powerpoint/Powerpoint/1140-converging-arrows-powerpoint-template/1140-converging-arrows-powerpoint-template.pptx.md","ok","green","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/GDPR/8. Tools_Trainings/Powerpoint/Powerpoint/1140-converging-arrows-powerpoint-template/Download Free Templates from SlideHunter.url","112","2012-11-13T17:52:40","0b29a6859da4d06a7eedfab1144e31974d32e83b237cd89b9663cbde3cb3c65e","2026-07-16.1","","","unsupported","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/GDPR/8. Tools_Trainings/Powerpoint/Powerpoint/1140-converging-arrows-powerpoint-template/readme.txt","477","2012-02-16T22:51:54","7f1b32f8b57fa140cd7c6373f852c2e79bbe8a6aba7095478e543b89504d10cc","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/GDPR/8. Tools_Trainings/Powerpoint/Powerpoint/1140-converging-arrows-powerpoint-template/readme.txt.md","review","amber","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/GDPR/8. Tools_Trainings/Powerpoint/Powerpoint/8021-circular-diagram-powerpoint-gray.pptx","110077","2019-05-18T17:22:46","bbbd549d3d314b97eecf21647f383ad1d460925c6986fc4997b8f4b53c5d8de6","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/GDPR/8. Tools_Trainings/Powerpoint/Powerpoint/8021-circular-diagram-powerpoint-gray.pptx.md","review","amber","20260723-115211-479-c1d6ba64"
"raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/GDPR/8. Tools_Trainings/Powerpoint/Powerpoint/funnel.pptx","525822","2019-05-20T09:49:43","040e4fcac59666053feb81d1758451a5c6e602d714329c3fb3d778507011afec","2026-07-16.1","wiki/_extractions/raw/assets/11. HP Digital Folder/Digital Marketing Transformation/DMT Documente_Projekte/GDPR/8. Tools_Trainings/Powerpoint/Powerpoint/funnel.pptx.md","review","amber","20260723-115211-479-c1d6ba64"
