"move_id","source_path","target_path","move_mode","pre_sha256","pre_bytes","post_sha256","post_bytes","refactor_id","operation_count","identity_state","rollback_policy","dependency_binding"
"MCX-060","projects/No and low code_1st Marketing Agent/skills/company-evidence-intake/references/evidence-gap-template.md","projects/marketing-contextops/skills/company-evidence-intake/references/evidence-gap-template.md","byte-identical-move","737E3474807271270DA1C4F60704AEBC2A470CD8007DA9DECB3528999B07DA05","1055","737E3474807271270DA1C4F60704AEBC2A470CD8007DA9DECB3528999B07DA05","1055","","0","byte-identical","move-back-exact","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-061","projects/No and low code_1st Marketing Agent/skills/company-evidence-intake/references/source-summary-template.md","projects/marketing-contextops/skills/company-evidence-intake/references/source-summary-template.md","move-plus-reviewed-refactor","D864887C75465E201F4825FD11D758603DAE2BAC051930F1F3DA508F0081926C","625","165FE40499805F8606A61E52A83C96E49603D72E4CC4220A0ACF63C55A20EB72","678","RFX-012","1","reviewed-refactor-candidate","restore-pre-and-move-back","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-062","projects/No and low code_1st Marketing Agent/skills/company-evidence-intake/references/source-taxonomy.md","projects/marketing-contextops/skills/company-evidence-intake/references/source-taxonomy.md","byte-identical-move","DFBEF67DF4B25C01BE9E0D4333FFA27A3B8BDBB6537AB5EF14E7BC749451987D","1573","DFBEF67DF4B25C01BE9E0D4333FFA27A3B8BDBB6537AB5EF14E7BC749451987D","1573","","0","byte-identical","move-back-exact","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-063","projects/No and low code_1st Marketing Agent/skills/company-evidence-intake/SKILL.md","projects/marketing-contextops/skills/company-evidence-intake/SKILL.md","move-plus-reviewed-refactor","2C3FF814B9A2E42E7C8A2F31AFEF712C65C0405AF56A57A2AEFAAACB7580CBD2","3283","11F1A8328BC3F0FE13CE9626B0950DBF32ECDBD9B45095C071344011F2EFFC69","4212","RFX-013","7","reviewed-refactor-candidate","restore-pre-and-move-back","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-064","projects/No and low code_1st Marketing Agent/skills/company-strategy-orchestrator/agents/openai.yaml","projects/marketing-contextops/skills/company-strategy-orchestrator/agents/openai.yaml","byte-identical-move","50FFE531234D1E172337964BA9CDAA134E67D766BA90B0840B85962525F3FE16","253","50FFE531234D1E172337964BA9CDAA134E67D766BA90B0840B85962525F3FE16","253","","0","byte-identical","move-back-exact","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-065","projects/No and low code_1st Marketing Agent/skills/company-strategy-orchestrator/references/output-menu.md","projects/marketing-contextops/skills/company-strategy-orchestrator/references/output-menu.md","byte-identical-move","5F7DB39DC4A88D76BDB06C28D454E5C271BEBD6D06FD1ECDC2F461A0DBB833E4","1656","5F7DB39DC4A88D76BDB06C28D454E5C271BEBD6D06FD1ECDC2F461A0DBB833E4","1656","","0","byte-identical","move-back-exact","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-066","projects/No and low code_1st Marketing Agent/skills/company-strategy-orchestrator/references/risk-classifier.md","projects/marketing-contextops/skills/company-strategy-orchestrator/references/risk-classifier.md","byte-identical-move","F4A3DB14B36FB8282556C522FA29CB662662A8D5F4176B42A2CB9F8F47D969D0","1483","F4A3DB14B36FB8282556C522FA29CB662662A8D5F4176B42A2CB9F8F47D969D0","1483","","0","byte-identical","move-back-exact","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-067","projects/No and low code_1st Marketing Agent/skills/company-strategy-orchestrator/references/stage-gate.md","projects/marketing-contextops/skills/company-strategy-orchestrator/references/stage-gate.md","byte-identical-move","09304AD05257CBB42B4E9D6C73F34B5675CB1CA47527974E045350483C2ADC20","4193","09304AD05257CBB42B4E9D6C73F34B5675CB1CA47527974E045350483C2ADC20","4193","","0","byte-identical","move-back-exact","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-068","projects/No and low code_1st Marketing Agent/skills/company-strategy-orchestrator/SKILL.md","projects/marketing-contextops/skills/company-strategy-orchestrator/SKILL.md","move-plus-reviewed-refactor","EC914EAA86488B9AA73E66FFCDD718AB7739BD79F302D85C02418EEC75C8E9EC","5815","013E82D338076A299143D2DE829D6B4C6A07DB4F022DC4775FF1051E6B57C183","6565","RFX-014","6","reviewed-refactor-candidate","restore-pre-and-move-back","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-069","projects/No and low code_1st Marketing Agent/skills/contextops-validator/agents/openai.yaml","projects/marketing-contextops/skills/contextops-validator/agents/openai.yaml","byte-identical-move","C24AED0F3C6C2B76DFE2EFEDD5C6A098668B24E706209D3DDB1D192490CEBEE1","265","C24AED0F3C6C2B76DFE2EFEDD5C6A098668B24E706209D3DDB1D192490CEBEE1","265","","0","byte-identical","move-back-exact","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-070","projects/No and low code_1st Marketing Agent/skills/contextops-validator/references/revision-loop.md","projects/marketing-contextops/skills/contextops-validator/references/revision-loop.md","byte-identical-move","2A214055508DC5CD94D683C137F08F7D1CBFE971EDCEAE77D9EED5AD7164DB0E","2498","2A214055508DC5CD94D683C137F08F7D1CBFE971EDCEAE77D9EED5AD7164DB0E","2498","","0","byte-identical","move-back-exact","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-071","projects/No and low code_1st Marketing Agent/skills/contextops-validator/references/stage-profiles.md","projects/marketing-contextops/skills/contextops-validator/references/stage-profiles.md","byte-identical-move","4B36B0A42D0AF6BC3D43A9B7F94A1331057119E0741FBE0477F58712C9F3D86E","4762","4B36B0A42D0AF6BC3D43A9B7F94A1331057119E0741FBE0477F58712C9F3D86E","4762","","0","byte-identical","move-back-exact","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-072","projects/No and low code_1st Marketing Agent/skills/contextops-validator/references/validation-contract.md","projects/marketing-contextops/skills/contextops-validator/references/validation-contract.md","byte-identical-move","05C1578F4DC8EDDE2EE14B14A1F95D9701BCD16EC205088E2B82E2A98D574084","3002","05C1578F4DC8EDDE2EE14B14A1F95D9701BCD16EC205088E2B82E2A98D574084","3002","","0","byte-identical","move-back-exact","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-073","projects/No and low code_1st Marketing Agent/skills/contextops-validator/scripts/validate_verdict.py","projects/marketing-contextops/skills/contextops-validator/scripts/validate_verdict.py","byte-identical-move","ACC4E7FA32BD884A920DBE84DA9E8695282D497EC3FE585110DE834DD5EE568E","1767","ACC4E7FA32BD884A920DBE84DA9E8695282D497EC3FE585110DE834DD5EE568E","1767","","0","byte-identical","move-back-exact","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-074","projects/No and low code_1st Marketing Agent/skills/contextops-validator/SKILL.md","projects/marketing-contextops/skills/contextops-validator/SKILL.md","move-plus-reviewed-refactor","971A45858BCD748799D9486A2F61D0435440D4096252EF463887618DF54E146C","5659","19256C9936DBD4124A9740C9CA36882C9D8597A67CC3EBB6231F801E9B7863C1","5828","RFX-015","1","reviewed-refactor-candidate","restore-pre-and-move-back","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-075","projects/No and low code_1st Marketing Agent/skills/marktanalyse/agents/openai.yaml","projects/marketing-contextops/skills/marktanalyse/agents/openai.yaml","byte-identical-move","DAD6EACB70EEBB1C698DD24DBF14F5866976C89952631E63C761086076A274AE","218","DAD6EACB70EEBB1C698DD24DBF14F5866976C89952631E63C761086076A274AE","218","","0","byte-identical","move-back-exact","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-076","projects/No and low code_1st Marketing Agent/skills/marktanalyse/references/context-packet-template.md","projects/marketing-contextops/skills/marktanalyse/references/context-packet-template.md","byte-identical-move","6C274FF2EC226E2D340B7381DCD395797CE1BEC981B031C4CE2D1A517A5B0F90","2284","6C274FF2EC226E2D340B7381DCD395797CE1BEC981B031C4CE2D1A517A5B0F90","2284","","0","byte-identical","move-back-exact","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-077","projects/No and low code_1st Marketing Agent/skills/marktanalyse/references/contextops-boundary-rules.md","projects/marketing-contextops/skills/marktanalyse/references/contextops-boundary-rules.md","byte-identical-move","0A89A3C5210A1A52A659A12961ED188AE0C4154B1DD9FD4531997479AE226D5D","1831","0A89A3C5210A1A52A659A12961ED188AE0C4154B1DD9FD4531997479AE226D5D","1831","","0","byte-identical","move-back-exact","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-078","projects/No and low code_1st Marketing Agent/skills/marktanalyse/SKILL.md","projects/marketing-contextops/skills/marktanalyse/SKILL.md","move-plus-reviewed-refactor","4A233A69C8A2286010706BED6C1113E79F1CB37D20350BC435EB37533E6DC99B","5441","7040D62939A282930CD6C341CC3B47318B14CA0CF124657A933A7C446FC8D491","5758","RFX-016","4","reviewed-refactor-candidate","restore-pre-and-move-back","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-079","projects/No and low code_1st Marketing Agent/skills/proof-led-positioning/agents/openai.yaml","projects/marketing-contextops/skills/proof-led-positioning/agents/openai.yaml","byte-identical-move","21DE7CDCA2581874ADC2AC664C1396DFEAF295145BE6FFED8EA848361F5FB660","239","21DE7CDCA2581874ADC2AC664C1396DFEAF295145BE6FFED8EA848361F5FB660","239","","0","byte-identical","move-back-exact","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-080","projects/No and low code_1st Marketing Agent/skills/proof-led-positioning/references/message-house-template.md","projects/marketing-contextops/skills/proof-led-positioning/references/message-house-template.md","byte-identical-move","D05855132DF2740A5F09A30FA30A77ED6B7F91CEA1E50ADD748E8BC1FDF6D4C4","770","D05855132DF2740A5F09A30FA30A77ED6B7F91CEA1E50ADD748E8BC1FDF6D4C4","770","","0","byte-identical","move-back-exact","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-081","projects/No and low code_1st Marketing Agent/skills/proof-led-positioning/references/proof-pillar-template.md","projects/marketing-contextops/skills/proof-led-positioning/references/proof-pillar-template.md","byte-identical-move","A88C1DD56D134D23EF5D742D28FBB090FC800A0E66F6E50AB210D05EB1BE64BF","564","A88C1DD56D134D23EF5D742D28FBB090FC800A0E66F6E50AB210D05EB1BE64BF","564","","0","byte-identical","move-back-exact","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-082","projects/No and low code_1st Marketing Agent/skills/proof-led-positioning/references/value-proposition-template.md","projects/marketing-contextops/skills/proof-led-positioning/references/value-proposition-template.md","byte-identical-move","AD17B8D5A92EB64BA491F527AEB88B7E96A16EA4208CCE502B875CC9770E052E","651","AD17B8D5A92EB64BA491F527AEB88B7E96A16EA4208CCE502B875CC9770E052E","651","","0","byte-identical","move-back-exact","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-083","projects/No and low code_1st Marketing Agent/skills/proof-led-positioning/SKILL.md","projects/marketing-contextops/skills/proof-led-positioning/SKILL.md","move-plus-reviewed-refactor","AA26AC3695D0D69C1153B076325AA77FD5D832C409CB059878C2ABDACDAB4AA4","4535","98CCFA4A32F18E4B4FCADF5B473A177B11D582E6020C86F092294B43FB377705","4875","RFX-017","4","reviewed-refactor-candidate","restore-pre-and-move-back","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-084","projects/No and low code_1st Marketing Agent/skills/second-brain-framework-fit/agents/openai.yaml","projects/marketing-contextops/skills/second-brain-framework-fit/agents/openai.yaml","byte-identical-move","1DD75A612953F0F12D67D04377D9FBCE50ADA1226F8567E3107D989C5B1EAB5B","236","1DD75A612953F0F12D67D04377D9FBCE50ADA1226F8567E3107D989C5B1EAB5B","236","","0","byte-identical","move-back-exact","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-085","projects/No and low code_1st Marketing Agent/skills/second-brain-framework-fit/references/framework-output-map.md","projects/marketing-contextops/skills/second-brain-framework-fit/references/framework-output-map.md","byte-identical-move","D84C89D3A6278194F84564E97D156B81CE01C5F1841BCDA893EE094DC2F57672","926","D84C89D3A6278194F84564E97D156B81CE01C5F1841BCDA893EE094DC2F57672","926","","0","byte-identical","move-back-exact","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-086","projects/No and low code_1st Marketing Agent/skills/second-brain-framework-fit/references/framework-retrospective-template.md","projects/marketing-contextops/skills/second-brain-framework-fit/references/framework-retrospective-template.md","byte-identical-move","554C3A17C306F51BEDE5E60E5A128966C9B1A94A6FEBA8289E569ECB557AD619","711","554C3A17C306F51BEDE5E60E5A128966C9B1A94A6FEBA8289E569ECB557AD619","711","","0","byte-identical","move-back-exact","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-087","projects/No and low code_1st Marketing Agent/skills/second-brain-framework-fit/references/framework-selection-rules.md","projects/marketing-contextops/skills/second-brain-framework-fit/references/framework-selection-rules.md","byte-identical-move","12F6EB9D63802E23EC018F51A4A6F7014BAEBA2879CC4BD23689B8FA0D0D79CE","1493","12F6EB9D63802E23EC018F51A4A6F7014BAEBA2879CC4BD23689B8FA0D0D79CE","1493","","0","byte-identical","move-back-exact","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-088","projects/No and low code_1st Marketing Agent/skills/second-brain-framework-fit/SKILL.md","projects/marketing-contextops/skills/second-brain-framework-fit/SKILL.md","move-plus-reviewed-refactor","156210EC997D6FCA4E11F16CE4413B908F596A056B870A3C7B4EE5D0B1B81C91","3489","DE57D881759B465611D23F82DE54FE5C4A3BBBECEA46B3F1FAFF654282318EC3","3668","RFX-018","1","reviewed-refactor-candidate","restore-pre-and-move-back","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-089","projects/No and low code_1st Marketing Agent/skills/segmentation-strategy/agents/openai.yaml","projects/marketing-contextops/skills/segmentation-strategy/agents/openai.yaml","byte-identical-move","420AD18885633DFAC396DE90FFD03A2E6FCE7C57C9DBB8F4E6162D7374E2E242","277","420AD18885633DFAC396DE90FFD03A2E6FCE7C57C9DBB8F4E6162D7374E2E242","277","","0","byte-identical","move-back-exact","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-090","projects/No and low code_1st Marketing Agent/skills/segmentation-strategy/SKILL.md","projects/marketing-contextops/skills/segmentation-strategy/SKILL.md","move-plus-reviewed-refactor","A8CFC45CCD9377111694528400E384B0AFF65D06C967085FEE67B2E796AD4147","5770","5B829F682310081E367D86CC77EA58A82BA701A1446C62B4D6F6A5EA4CED33E4","6043","RFX-019","4","reviewed-refactor-candidate","restore-pre-and-move-back","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-091","projects/No and low code_1st Marketing Agent/workflows/company-context-development.md","projects/marketing-contextops/workflows/company-context-development.md","move-plus-reviewed-refactor","A0B557F9A67EF18359330C000AA92170E923BA5225C47103C45AF255E5B09DEC","4402","CC0EB5D1C9759F7FBF120E8AF7B957853A97CE0C9F91E6E742BDC7416B98E03E","4834","RFX-020","5","reviewed-refactor-candidate","restore-pre-and-move-back","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-092","projects/No and low code_1st Marketing Agent/workflows/contextops-handoff-contract.md","projects/marketing-contextops/workflows/contextops-handoff-contract.md","byte-identical-move","03CC49A3B9A15289D14E05AF0A6007F35B3EC0DCB9C4A06D4B7968798F1E2398","10916","03CC49A3B9A15289D14E05AF0A6007F35B3EC0DCB9C4A06D4B7968798F1E2398","10916","","0","byte-identical","move-back-exact","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-093","projects/No and low code_1st Marketing Agent/workflows/marketing-agent-runbook.md","projects/marketing-contextops/workflows/marketing-agent-runbook.md","move-plus-reviewed-refactor","11A2116A2F2B75409BC50CC8FCF398582E2542826D667FC6C5619328C3FA695F","7024","60CD43F8F7B16D2371DC97B3AC8E15DE84E9914C0F1CB1E5F595880BBF93A67A","7655","RFX-021","4","reviewed-refactor-candidate","restore-pre-and-move-back","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-094","projects/No and low code_1st Marketing Agent/workflows/output-menu.md","projects/marketing-contextops/workflows/output-menu.md","byte-identical-move","CFB78A2DC880B574D9D4F278A3DDF59B596D0269E50ADD03060CFD16ADA2E3E6","1898","CFB78A2DC880B574D9D4F278A3DDF59B596D0269E50ADD03060CFD16ADA2E3E6","1898","","0","byte-identical","move-back-exact","G3E1-MOVE+G3E1-COMPONENT-POST"
"MCX-095","projects/No and low code_1st Marketing Agent/workflows/README.md","projects/marketing-contextops/workflows/README.md","byte-identical-move","F4C0989A37071BDD5D0C1CBCD15388D492CB041682F51D064E6EE32BC6DE35C7","771","F4C0989A37071BDD5D0C1CBCD15388D492CB041682F51D064E6EE32BC6DE35C7","771","","0","byte-identical","move-back-exact","G3E1-MOVE+G3E1-COMPONENT-POST"
