"move_id","source_path","target_path","pre_sha256","bytes","component_class","move_mode","expected_post_sha256","approval_basis","cutover_state"
"MCX-071","projects/No and low code_1st Marketing Agent/skills/contextops-validator/references/stage-profiles.md","projects/marketing-contextops/skills/contextops-validator/references/stage-profiles.md","4B36B0A42D0AF6BC3D43A9B7F94A1331057119E0741FBE0477F58712C9F3D86E","4762","skill","byte-identical-move","4B36B0A42D0AF6BC3D43A9B7F94A1331057119E0741FBE0477F58712C9F3D86E","G1-component-register","planned-not-authorized"
"MCX-072","projects/No and low code_1st Marketing Agent/skills/contextops-validator/references/validation-contract.md","projects/marketing-contextops/skills/contextops-validator/references/validation-contract.md","05C1578F4DC8EDDE2EE14B14A1F95D9701BCD16EC205088E2B82E2A98D574084","3002","skill","byte-identical-move","05C1578F4DC8EDDE2EE14B14A1F95D9701BCD16EC205088E2B82E2A98D574084","G1-component-register","planned-not-authorized"
"MCX-073","projects/No and low code_1st Marketing Agent/skills/contextops-validator/scripts/validate_verdict.py","projects/marketing-contextops/skills/contextops-validator/scripts/validate_verdict.py","ACC4E7FA32BD884A920DBE84DA9E8695282D497EC3FE585110DE834DD5EE568E","1767","skill","byte-identical-move","ACC4E7FA32BD884A920DBE84DA9E8695282D497EC3FE585110DE834DD5EE568E","G1-component-register","planned-not-authorized"
"MCX-074","projects/No and low code_1st Marketing Agent/skills/contextops-validator/SKILL.md","projects/marketing-contextops/skills/contextops-validator/SKILL.md","971A45858BCD748799D9486A2F61D0435440D4096252EF463887618DF54E146C","5659","skill","move-plus-reviewed-refactor","pending-reviewed-patch","G1-component-register","planned-not-authorized"
"MCX-075","projects/No and low code_1st Marketing Agent/skills/marktanalyse/agents/openai.yaml","projects/marketing-contextops/skills/marktanalyse/agents/openai.yaml","DAD6EACB70EEBB1C698DD24DBF14F5866976C89952631E63C761086076A274AE","218","skill","byte-identical-move","13D44291340F3BF2466609290A329576FEA51D49030676A696D59FCCD58D7586","G1-component-register","planned-not-authorized"
"MCX-076","projects/No and low code_1st Marketing Agent/skills/marktanalyse/references/context-packet-template.md","projects/marketing-contextops/skills/marktanalyse/references/context-packet-template.md","6C274FF2EC226E2D340B7381DCD395797CE1BEC981B031C4CE2D1A517A5B0F90","2284","skill","byte-identical-move","6C274FF2EC226E2D340B7381DCD395797CE1BEC981B031C4CE2D1A517A5B0F90","G1-component-register","planned-not-authorized"
"MCX-077","projects/No and low code_1st Marketing Agent/skills/marktanalyse/references/contextops-boundary-rules.md","projects/marketing-contextops/skills/marktanalyse/references/contextops-boundary-rules.md","0A89A3C5210A1A52A659A12961ED188AE0C4154B1DD9FD4531997479AE226D5D","1831","skill","byte-identical-move","0A89A3C5210A1A52A659A12961ED188AE0C4154B1DD9FD4531997479AE226D5D","G1-component-register","planned-not-authorized"
"MCX-078","projects/No and low code_1st Marketing Agent/skills/marktanalyse/SKILL.md","projects/marketing-contextops/skills/marktanalyse/SKILL.md","4A233A69C8A2286010706BED6C1113E79F1CB37D20350BC435EB37533E6DC99B","5441","skill","move-plus-reviewed-refactor","pending-reviewed-patch","G1-component-register","planned-not-authorized"
"MCX-079","projects/No and low code_1st Marketing Agent/skills/proof-led-positioning/agents/openai.yaml","projects/marketing-contextops/skills/proof-led-positioning/agents/openai.yaml","21DE7CDCA2581874ADC2AC664C1396DFEAF295145BE6FFED8EA848361F5FB660","239","skill","byte-identical-move","9DC8FA5B7267FF11EFAD03FBFE736E141393194925A83184AA0AF11658D146C7","G1-component-register","planned-not-authorized"
"MCX-080","projects/No and low code_1st Marketing Agent/skills/proof-led-positioning/references/message-house-template.md","projects/marketing-contextops/skills/proof-led-positioning/references/message-house-template.md","D05855132DF2740A5F09A30FA30A77ED6B7F91CEA1E50ADD748E8BC1FDF6D4C4","770","skill","byte-identical-move","D05855132DF2740A5F09A30FA30A77ED6B7F91CEA1E50ADD748E8BC1FDF6D4C4","G1-component-register","planned-not-authorized"
"MCX-081","projects/No and low code_1st Marketing Agent/skills/proof-led-positioning/references/proof-pillar-template.md","projects/marketing-contextops/skills/proof-led-positioning/references/proof-pillar-template.md","A88C1DD56D134D23EF5D742D28FBB090FC800A0E66F6E50AB210D05EB1BE64BF","564","skill","byte-identical-move","A88C1DD56D134D23EF5D742D28FBB090FC800A0E66F6E50AB210D05EB1BE64BF","G1-component-register","planned-not-authorized"
"MCX-082","projects/No and low code_1st Marketing Agent/skills/proof-led-positioning/references/value-proposition-template.md","projects/marketing-contextops/skills/proof-led-positioning/references/value-proposition-template.md","AD17B8D5A92EB64BA491F527AEB88B7E96A16EA4208CCE502B875CC9770E052E","651","skill","byte-identical-move","AD17B8D5A92EB64BA491F527AEB88B7E96A16EA4208CCE502B875CC9770E052E","G1-component-register","planned-not-authorized"
"MCX-083","projects/No and low code_1st Marketing Agent/skills/proof-led-positioning/SKILL.md","projects/marketing-contextops/skills/proof-led-positioning/SKILL.md","AA26AC3695D0D69C1153B076325AA77FD5D832C409CB059878C2ABDACDAB4AA4","4535","skill","move-plus-reviewed-refactor","pending-reviewed-patch","G1-component-register","planned-not-authorized"
"MCX-084","projects/No and low code_1st Marketing Agent/skills/second-brain-framework-fit/agents/openai.yaml","projects/marketing-contextops/skills/second-brain-framework-fit/agents/openai.yaml","1DD75A612953F0F12D67D04377D9FBCE50ADA1226F8567E3107D989C5B1EAB5B","236","skill","byte-identical-move","1F0F7BA8A2A147C273D41080AD9D2E0C6B773B99BF96A05D5DA85CE9244385EE","G1-component-register","planned-not-authorized"
"MCX-085","projects/No and low code_1st Marketing Agent/skills/second-brain-framework-fit/references/framework-output-map.md","projects/marketing-contextops/skills/second-brain-framework-fit/references/framework-output-map.md","D84C89D3A6278194F84564E97D156B81CE01C5F1841BCDA893EE094DC2F57672","926","skill","byte-identical-move","D84C89D3A6278194F84564E97D156B81CE01C5F1841BCDA893EE094DC2F57672","G1-component-register","planned-not-authorized"
"MCX-086","projects/No and low code_1st Marketing Agent/skills/second-brain-framework-fit/references/framework-retrospective-template.md","projects/marketing-contextops/skills/second-brain-framework-fit/references/framework-retrospective-template.md","554C3A17C306F51BEDE5E60E5A128966C9B1A94A6FEBA8289E569ECB557AD619","711","skill","byte-identical-move","554C3A17C306F51BEDE5E60E5A128966C9B1A94A6FEBA8289E569ECB557AD619","G1-component-register","planned-not-authorized"
"MCX-087","projects/No and low code_1st Marketing Agent/skills/second-brain-framework-fit/references/framework-selection-rules.md","projects/marketing-contextops/skills/second-brain-framework-fit/references/framework-selection-rules.md","12F6EB9D63802E23EC018F51A4A6F7014BAEBA2879CC4BD23689B8FA0D0D79CE","1493","skill","byte-identical-move","12F6EB9D63802E23EC018F51A4A6F7014BAEBA2879CC4BD23689B8FA0D0D79CE","G1-component-register","planned-not-authorized"
"MCX-088","projects/No and low code_1st Marketing Agent/skills/second-brain-framework-fit/SKILL.md","projects/marketing-contextops/skills/second-brain-framework-fit/SKILL.md","156210EC997D6FCA4E11F16CE4413B908F596A056B870A3C7B4EE5D0B1B81C91","3489","skill","move-plus-reviewed-refactor","pending-reviewed-patch","G1-component-register","planned-not-authorized"
"MCX-089","projects/No and low code_1st Marketing Agent/skills/segmentation-strategy/agents/openai.yaml","projects/marketing-contextops/skills/segmentation-strategy/agents/openai.yaml","420AD18885633DFAC396DE90FFD03A2E6FCE7C57C9DBB8F4E6162D7374E2E242","277","skill","byte-identical-move","0E4D93A81E694B4B588BA20DE7C9883410AFD066C1E9D526F35392C1F6D529ED","G1-component-register","planned-not-authorized"
"MCX-090","projects/No and low code_1st Marketing Agent/skills/segmentation-strategy/SKILL.md","projects/marketing-contextops/skills/segmentation-strategy/SKILL.md","A8CFC45CCD9377111694528400E384B0AFF65D06C967085FEE67B2E796AD4147","5770","skill","move-plus-reviewed-refactor","pending-reviewed-patch","G1-component-register","planned-not-authorized"
"MCX-091","projects/No and low code_1st Marketing Agent/workflows/company-context-development.md","projects/marketing-contextops/workflows/company-context-development.md","A0B557F9A67EF18359330C000AA92170E923BA5225C47103C45AF255E5B09DEC","4402","workflow","move-plus-reviewed-refactor","pending-reviewed-patch","G1-component-register","planned-not-authorized"
"MCX-092","projects/No and low code_1st Marketing Agent/workflows/contextops-handoff-contract.md","projects/marketing-contextops/workflows/contextops-handoff-contract.md","03CC49A3B9A15289D14E05AF0A6007F35B3EC0DCB9C4A06D4B7968798F1E2398","10916","workflow","byte-identical-move","93CB2BC2F53E9862371027FC12FCBAF55C0084C542CE5608E91E1D2E89ECC560","G1-component-register","planned-not-authorized"
"MCX-093","projects/No and low code_1st Marketing Agent/workflows/marketing-agent-runbook.md","projects/marketing-contextops/workflows/marketing-agent-runbook.md","11A2116A2F2B75409BC50CC8FCF398582E2542826D667FC6C5619328C3FA695F","7024","workflow","move-plus-reviewed-refactor","pending-reviewed-patch","G1-component-register","planned-not-authorized"
"MCX-094","projects/No and low code_1st Marketing Agent/workflows/output-menu.md","projects/marketing-contextops/workflows/output-menu.md","CFB78A2DC880B574D9D4F278A3DDF59B596D0269E50ADD03060CFD16ADA2E3E6","1898","workflow","byte-identical-move","2C341B4F130CBE973D6B00DFE7734E49DEF736ED43E43EE49AB548EFE2719978","G1-component-register","planned-not-authorized"
"MCX-095","projects/No and low code_1st Marketing Agent/workflows/README.md","projects/marketing-contextops/workflows/README.md","F4C0989A37071BDD5D0C1CBCD15388D492CB041682F51D064E6EE32BC6DE35C7","771","workflow","byte-identical-move","29DA292C6430F647D021DE2885D73482C385D9EB9C473704B596E13595931452","G1-component-register","planned-not-authorized"
